num;14/25
10012676;
11014763;
12018869;
12019935;
12020034;
12020076;
12020262;
12020269;
12020337;
12020496;
12020552;
12020567;
12020710;
12020749;
12020858;
12021013;
12021043;
13021118;
13021157;
13021338;
13021367;
13021440;
13021479;
13021715;
13021786;
13021827;
13021848;
13021852;
13022050;
13022087;
13022095;
13022153;
13022322;
13022415;
13022417;
13022429;
13022430;
13022465;
13022567;
13022572;
13022578;
13022580;
13022621;
13022630;
13022638;
13022744;
13022771;
13022881;
13022885;
13023008;
13023088;
13023089;
13023112;
13023127;
13023150;
13023150;
13023260;
13023425;
13023453;
13023454;
13023593;
13023654;
13023693;
13023703;
13023767;
13023952;
13023997;
13024071;
13024078;
13024091;
13024094;
13024098;
13024224;
13024346;
13024472;
13024477;
13024509;
13024549;
13024568;
13024620;
13024636;
13024775;
13024829;
13024888;
13025107;
13025177;
13025442;
13025484;
13025599;
13025613;
13025751;
13025763;
13025926;
13025933;
13026111;
14026161;
14026163;
14026180;
14026198;
14026201;
14026202;
14026204;
14026209;
14026226;
14026232;
14026235;
14026242;
14026269;
14026280;
14026281;
14026284;
14026290;
14026291;
14026297;
14026298;
14026302;
14026312;
14026335;
14026341;
14026344;
14026382;
14026388;
14026408;
14026410;
14026425;
14026430;
14026432;
14026433;
14026435;
14026457;
14026457;
14026495;
14026511;
14026517;
14026534;
14026549;
14026557;
14026559;
14026618;
14026620;
14026628;
14026652;
14026667;
14026678;
14026680;
14026684;
14026689;
14026693;
14026693;
14026706;
14026708;
14026723;
14026748;
14026750;
14026752;
14026758;
14026769;
14026773;
14026781;
14026785;
14026792;
14026799;
14026801;
14026804;
14026840;
14026847;
14026886;
14026897;
15032706;
110012784;
110013359;
110013704;
111015412;
111015999;
111016672;
111017332;
112018095;
112018482;
112019727;
112020495;
112021012;
112021040;
113021623;
113021642;
113021882;
113022388;
113022602;
113022948;
113023142;
113023208;
113024355;
113025371;
113025809;
113025891;
113026095;
114026261;
114026343;
114026568;
114026619;
114026671;
114026776;
210012738;
210012969;
210013013;
210013341;
210013574;
210013956;
210014005;
210014184;
210014278;
210014370;
210014374;
210014456;
211014815;
211015127;
211015373;
211015557;
211015642;
211015900;
211015936;
211016065;
211016129;
211016300;
211016317;
211016692;
211016879;
211017153;
211017295;
211017311;
211017340;
212017687;
212017899;
212017916;
212017931;
212018114;
212018128;
212018291;
212018314;
212018564;
212019127;
212019371;
212019421;
212019855;
212020558;
212021114;
213021220;
213021406;
213021581;
213021602;
213021620;
213021784;
